# Portuguese CEFR Vocabulary Database (A1=1, A2=2, B1=3, B2=4, C1=5, C2=6)
# Word	Level
baile	2
aeroporto	2
poucos	2
aparece	2
complicado	2
mostra	2
ouve-me	2
pude	2
convosco	2
tente	2
apresentar	2
roubou	2
fosses	2
esqueci-me	2
terás	2
decidi	2
lixar	2
serviços	2
universo	2
frança	2
bocadinho	2
daqueles	2
próprios	2
don	2
al	2
interessado	2
sacana	2
respostas	2
thomas	2
agradecer	2
chuck	2
secretária	2
morada	2
mapa	2
contou	2
internet	2
efeito	2
bebe	2
aconteça	2
notas	2
enfermeira	2
super	2
patrão	2
importo	2
resultados	2
ouvir-me	2
corredor	2
conhecimento	2
ficaria	2
visitar	2
ás	2
aguentar	2
dera	2
adn	2
aldeia	2
razões	2
guardas	2
testes	2
cirurgia	2
aberto	2
médica	2
merece	2
contrato	2
vivos	2
ter-te	2
gás	2
sociedade	2
mata	2
lar	2
direitos	2
instante	2
leste	2
usado	2
mantém	2
original	2
zangado	2
vinha	2
adam	2
familiar	2
parecido	2
imagino	2
larga	2
estejam	2
pede	2
haja	2
luke	2
pressa	2
ferido	2
passaram	2
treinador	2
voltas	2
anteriormente	2
cia	2
cu	2
chamadas	2
quisesse	2
duma	2
crédito	2
desligar	2
costa	2
projecto	2
dão	2
importantes	2
encontrá-lo	2
escreveu	2
câmaras	2
cancro	2
bem-vindos	2
afasta-te	2
obter	2
primo	2
credo	2
próximos	2
cavalheiros	2
carter	2
andando	2
encontra	2
deixá-lo	2
fossem	2
desaparece	2
perfeitamente	2
objectivo	2
partes	2
ultimamente	2
pedaço	2
assuntos	2
jardim	2
opção	2
sexual	2
reino	2
deixem-me	2
diante	2
grave	2
aspecto	2
membros	2
lago	2
lembra-se	2
fumar	2
deixem	2
hipóteses	2
crer	2
ovos	2
usou	2
pequeno-almoço	2
presença	2
tornou-se	2
melhorar	2
imagens	2
vitória	2
pesquisa	2
cheira	2
centenas	2
anna	2
pertence	2
abra	2
membro	2
camisa	2
amigas	2
ficaram	2
viajar	2
explosão	2
presos	2
vemos	2
entendi	2
giro	2
útil	2
maldita	2
leo	2
ó	2
massa	2
tempestade	2
sofrer	2
fortes	2
jamais	2
andy	2
dave	2
lembra	2
falso	2
loucos	2
vencer	2
paga	2
neve	2
protecção	2
adorava	2
aviso	2
escrito	2
simon	2
admitir	2
los	2
annie	2
negra	2
kyle	2
deuses	2
últimas	2
carl	2
assalto	2
alerta	2
sábado	2
pensaste	2
bairro	2
roma	2
famílias	2
completo	2
fiques	2
tratamento	2
acredite	2
maus	2
dizendo	2
chicago	2
enganado	2
esquadra	2
saí	2
farto	2
ted	2
vazio	2
fazer-te	2
resultar	2
locais	2
eis	2
percebe	2
avançar	2
tentando	2
impressões	2
funeral	2
bebidas	2
ossos	2
companheiro	2
pequenas	2
enfrentar	2
testemunhas	2
quieto	2
despacha-te	2
discurso	2
liceu	2
chocolate	2
compras	2
houver	2
tentativa	2
prédio	2
serás	2
caça	2
tretas	2
voce	2
